nama_paket,nama_kapal,kategori,harga,harga_numeric,durasi,kapasitas,destinasi,fasilitas,layanan,fitur,deskripsi,image_url,link,sumber,content,combined_text,processed_text
Sewa Kapal Angelica,Sewa Angelica,IJ_VIP,Rp 79.000.000,79000000,3D2N,20 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip, kayak","ac, dining area, lounge, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa Angelica adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/angelica/,indonesiajuara.asia,"Sewa Kapal Angelica IJ_VIP 3D2N 20 Guests ac, dining area, lounge, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa Angelica IJ_VIP Rp 79.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa Angelica adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa angelica ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling kayak labu bajo bar komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa angelica mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Sands Bajo,Sewa Sands Bajo,IJ_VIP,Rp 67.000.000,67000000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Sands Bajo adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/sands-bajo/,indonesiajuara.asia,"Sewa Kapal Sands Bajo IJ_VIP 3D2N 12 Guests ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Sands Bajo IJ_VIP Rp 67.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Sands Bajo adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa sands bajo ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa sands bajo mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Teman,Sewa Teman,IJ_VIP,Rp.,0,3D2N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Teman adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/teman/,indonesiajuara.asia,"Sewa Kapal Teman IJ_VIP 3D2N 2 - 10 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Teman IJ_VIP Rp. komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Teman adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa teman ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar sun deck komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa teman mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Senada,Sewa Senada,IJ_VIP,IDR 67.000.000,67000000,3D2N,4 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, island hopping, open trip","ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, island hopping, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Senada adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/senada/,indonesiajuara.asia,"Sewa Kapal Senada IJ_VIP 3D2N 4 Guests ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, island hopping, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Senada IJ_VIP IDR 67.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, island hopping, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Senada adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa nada ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar komodo cabin padar pink beach island hopping bathroom trekking diving kelor kanawa open trip sewa nada mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Andamari Phinisi,Sewa Andamari,IJ_VIP,Rp 115.800.000,115800000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, island hopping, open trip, kayak","snorkeling, labuan bajo, sun deck, cabin, pink beach, island hopping, kelor, kanawa, ac, lounge, komodo, padar, diving, kayak, bar, trekking, dining area, bathroom, open trip",Sewa Andamari adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/andamari-phinisi/,indonesiajuara.asia,"Sewa Kapal Andamari Phinisi IJ_VIP 3D2N 1 Guests snorkeling, labuan bajo, sun deck, cabin, pink beach, island hopping, kelor, kanawa, ac, lounge, komodo, padar, diving, kayak, bar, trekking, dining area, bathroom, open trip","Sewa Andamari IJ_VIP Rp 115.800.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor snorkeling, labuan bajo, sun deck, cabin, pink beach, island hopping, kelor, kanawa, ac, lounge, komodo, padar, diving, kayak, bar, trekking, dining area, bathroom, open trip Sewa Andamari adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa andamari ijvip komodo padar pink beach labu bajo kanawa kelor snorkeling labu bajo sun deck cabin pink beach island hopping kelor kanawa ac lounge komodo padar diving kayak bar trekking ning area bathroom open trip sewa andamari mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Mosalaki,Sewa Mosalaki,IJ_VIP,Rp 127.000.000,127000000,3D2N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Mosalaki adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/mosalaki/,indonesiajuara.asia,"Sewa Kapal Mosalaki IJ_VIP 3D2N 2 - 10 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Mosalaki IJ_VIP Rp 127.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Mosalaki adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa mosalaki ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa mosalaki mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Bombana 2,Sewa Bombana 2,IJ_VIP,Rp 63.000.000,63000000,3D2N,2 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip, kayak","ac, dining area, lounge, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa Bombana 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/bombana-2/,indonesiajuara.asia,"Sewa Kapal Bombana 2 IJ_VIP 3D2N 2 Guests ac, dining area, lounge, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa Bombana 2 IJ_VIP Rp 63.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa Bombana 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa bombana ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling kayak labu bajo bar komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa bombana mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Dua Liveaboard,Sewa Dua,IJ_VIP,IDR 73.000.000,73000000,3D2N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Dua adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/dua-liveaboard/,indonesiajuara.asia,"Sewa Kapal Dua Liveaboard IJ_VIP 3D2N 2 - 10 Guests ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Dua IJ_VIP IDR 73.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Dua adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Jinggo Janggo,Sewa Jinggo Janggo,IJ_VIP,Rp.,0,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin","snorkeling, diving, trekking, open trip","ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Jinggo Janggo adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/jinggo-janggo/,indonesiajuara.asia,"Sewa Kapal Jinggo Janggo IJ_VIP 3D2N 1 Guests ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Jinggo Janggo IJ_VIP Rp. komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Jinggo Janggo adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa jinggo janggo ijvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar sun deck komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa jinggo janggo mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Ilike,Sewa Ilike,IJ_VIP,Rp.,0,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Ilike adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/ilike/,indonesiajuara.asia,"Sewa Kapal Ilike IJ_VIP 3D2N 1 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Ilike IJ_VIP Rp. komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Ilike adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa ilike ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar sun deck komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa ilike mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Refviero,Sewa Refviero,IJ_VIP,IDR 7.000.000,7000000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Refviero adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/refviero/,indonesiajuara.asia,"Sewa Kapal Refviero IJ_VIP 3D2N 1 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Refviero IJ_VIP IDR 7.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Refviero adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa refviero ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar sun deck komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa refviero mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Phinisi Kanha Loka,Sewa Kanha Loka,IJ_VIP,Rp75.000.000,75000000,3D2N,3 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Kanha Loka adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/kanha-loka-phinisi/,indonesiajuara.asia,"Sewa Kapal Phinisi Kanha Loka IJ_VIP 3D2N 3 Guests ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Kanha Loka IJ_VIP Rp75.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Kanha Loka adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa kanha loka ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa kanha loka mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
